4QBIT GROVER - SORTED + DONE
15.750000000000105,198,6278.42812
15.750000000000124,182,3663.78685
22.250000000000085,184,4909.8102
32.750000000000036,199,6457.99128
33.50000000000001,190,4732.77741
40.87499999999997,202,6331.48182
41.62500000000006,210,7246.30632
50.93750000000001,201,8791.36086
52.499999999999986,194,6749.74051
56.999999999999915,206,7191.53855

3QBIT GROVER - SORTED + DONE
11.31370849898476,46,344.54168
11.313708498984763,44,327.48938
11.313708498984766,44,330.0576
11.313708498984768,45,336.12663
12.727922061357862,50,367.72106
12.727922061357862,53,382.00517
13.4350288425444,45,333.8748
13.435028842544408,45,350.79852
14.84924240491748,38,294.7907
14.849242404917481,47,348.61523

2QBIT GROVER - SORTED + DONE
2.4492935982947044e-16,17,129.38154
2.4492935982947044e-16,18,131.79939
2.449293598294705e-16,15,132.81266
2.449293598294705e-16,15,129.44024
2.449293598294705e-16,16,126.1415
2.449293598294705e-16,16,131.81986
2.449293598294705e-16,17,133.59801
2.4492935982947054e-16,17,127.61712
4.898587196589409e-16,16,132.17121
4.898587196589409e-16,16,133.86058

2QBIT QFT - SORTED + DONE
0.0,4,223.33623
0.0,4,297.11548
0.0,4,221.79607
0.0,6,292.50112
0.0,6,289.9129
0.0,6,274.99546
0.0,8,272.22873
0.0,8,285.44186
0.0,8,294.85343
0.0,8,252.71179

3QBIT QFT - SORTED + DONE
0.0,9,505.16232
0.0,9,445.65748
0.0,9,458.12122
0.0,13,549.25624
0.0,15,504.9037
0.0,15,537.85856
6.927648449883945e-16,13,564.48148
3.2005983557621614e-15,13,548.08442
3.2005983557621614e-15,15,593.98328
3.841899472099148e-15,15,542.05833

4QBIT QFT - SORTED + DONE
1.098600586264493e-14,24,987.90323
2.1294267723474965e-14,23,1024.80635
3.88484893834573e-14,29,1096.08346
21.98178917389329,24,943.37712
22.627416997969487,24,972.57139
22.627416997969487,30,1117.64071
22.62741699796949,22,852.19143
22.62741699796949,23,963.93056
25.7243627352524,28,1150.62687
25.72436273525241,28,1083.93017
